cir_supply,daily_change,fdv,market_cap,market_cap_raw,time,total_supply,weekly_change
8516297.698279196,0.015646920967458813,895.2664020876376,575.4230339204262,575423033.9204261,2023-03-04 00:00:00.000 UTC,13250000,0.2939787730817309
8514965.3683776,0.02780737303583524,914.366887793274,587.6077270604479,587607727.0604479,2023-03-03 00:00:00.000 UTC,13250000,0.3112563488165385
8512598.238430398,0.023275769217956016,987.8917154041884,634.6811529290322,634681152.9290322,2023-03-02 00:00:00.000 UTC,13250000,0.299173067110424
8510617.326782392,0.031483868689134824,986.295136503044,633.5079606070951,633507960.6070951,2023-03-01 00:00:00.000 UTC,13250000,0.30120535072519866
8507938.698534394,0.14590198221665346,977.7589964422408,627.8274417864976,627827441.7864976,2023-02-28 00:00:00.000 UTC,13250000,0.29929300253097174
8495543.53212095,0.026267545562128194,992.4527941056598,636.3340313886569,636334031.3886569,2023-02-27 00:00:00.000 UTC,13250000,0.17242328647367425
8493312.547377834,0.0232892882527642,972.1766628940495,623.1698301302597,623169830.1302598,2023-02-26 00:00:00.000 UTC,13250000,0.17758764258236517
8491334.97589879,0.03287654866278146,954.8651510479349,611.9305550460537,611930555.0460536,2023-02-25 00:00:00.000 UTC,13250000,0.17455246190952173
8488544.235522436,0.01575823499363574,992.5161637031833,635.8503667973962,635850366.7973962,2023-02-24 00:00:00.000 UTC,13250000,0.17101205314062706
8487206.801530255,0.025302462541796862,1012.5858428492776,648.6056945331045,648605694.5331045,2023-02-23 00:00:00.000 UTC,13250000,0.16915224723138994
8485059.872434383,0.029576663019240588,979.6400687557368,627.3437461757103,627343746.1757103,2023-02-22 00:00:00.000 UTC,13250000,0.1764946077052862
8482551.016904678,0.019226292204908717,1038.135781809338,664.6067722016553,664606772.2016553,2023-02-21 00:00:00.000 UTC,13250000,0.17737519047909275
8480920.450357227,0.03142436665999843,1033.7902329956528,661.6975644069731,661697564.4069731,2023-02-20 00:00:00.000 UTC,13250000,0.18934832583719394
8478256.212038781,0.020258782511648844,1058.4951016826692,677.2975600946197,677297560.0946198,2023-02-19 00:00:00.000 UTC,13250000,0.19948563053799173
8476538.96844465,0.029341147060210706,1086.7665642331478,695.2467268924514,695246726.8924514,2023-02-18 00:00:00.000 UTC,13250000,0.20306800756754273
8474052.584213955,0.013901311574677031,1052.075483043247,672.8560728959073,672856072.8959074,2023-02-17 00:00:00.000 UTC,13250000,0.1943235765295055
8472874.74349653,0.032634278881600046,1083.979087764271,693.163700769532,693163700.7695321,2023-02-16 00:00:00.000 UTC,13250000,0.19488646647519606
8470110.583986972,0.03045595433828262,1018.8934843283982,651.3313574011569,651331357.4011569,2023-02-15 00:00:00.000 UTC,13250000,0.18154248986838506
