date,bonded_percent,apr,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circulating_supply,token,bonded_tokens
2024-06-21,0.5479999999999999,13.68%,-0.390350512579,-0.977841131068,-6.636865189085,-37.21017649077,0.5608567335007819,15692353.73,374055223.399859,998157422.26,666935424.07,Osmosis,365480612.0
2024-06-22,0.5479999999999999,13.66%,-0.254279403139,-1.523948064349,-7.091809052161,-36.612150661012,0.5523095681668231,14416507.27,368455694.5221891,998156910.67,667118072.47,Osmosis,365580704.0
2024-06-23,0.542,13.81%,0.005591565178,-0.694158949061,-8.661187325283,-34.058854249052,0.5484756618728738,7995398.52,365998204.5474191,998156910.67,667300720.87,Osmosis,361676991.0
2024-06-24,0.55,13.62%,-0.022192113232,-2.908601292733,-12.599628663116,-34.99684492299,0.5325226916813138,8265444.29,355450040.45617276,998156910.67,667483369.27,Osmosis,367115853.0
2024-06-25,0.5489999999999999,13.63%,0.283307803963,1.712903783937,-5.27858406149,-35.017119771188,0.5416442930174439,14821014.3,361637488.1126393,998156910.67,667666017.67,Osmosis,366548644.0
2024-06-26,0.5489999999999999,13.62%,-0.528243256645,1.126242951655,5.415496186059,-34.422052669012,0.5477445236905959,11245006.95,365810449.49938947,998156910.67,667848666.08,Osmosis,366648918.0
2024-06-27,0.55,13.61%,-0.336028538802,-2.932553941156,-6.128858394904,-39.157850340764,0.5316816200736431,12255469.62,355179971.5426517,998156910.67,668031314.48,Osmosis,367417223.0
2024-06-28,0.5489999999999999,13.62%,-0.046261879938,2.492603808028,-2.838941955678,-38.579836251604,0.5449343363821845,11893930.36,364132732.42332244,998156910.67,668213962.88,Osmosis,366849466.0
2024-06-29,0.5489999999999999,13.61%,0.166731111675,-3.64258096185,-4.929283819334,-39.754038249232,0.525084661990543,11578566.32,350964808.70958316,998156910.67,668396611.28,Osmosis,366949740.0
2024-06-30,0.5489999999999999,13.61%,0.069414904918,-0.681802878755,-4.917454701925,-39.869723618456,0.5215046196491906,10049993.4,348667172.45174515,998156910.67,668579259.54,Osmosis,367050013.0
2024-07-01,0.5489999999999999,13.62%,-0.034705720721,3.428957521368,1.288977907392,-35.872992053768,0.5393867915289354,9226463.9,360721339.8259198,998156910.67,668761907.95,Osmosis,367150287.0
2024-07-02,0.5489999999999999,13.62%,-0.074850651993,1.322912253999,0.900611810364,-34.505567893905,0.5465224054905233,11720780.54,365593187.53513575,998156910.67,668944555.36,Osmosis,367250561.0
2024-07-03,0.5489999999999999,13.61%,0.043139838696,-1.483461736318,-1.703270149205,-34.960645216651,0.5384149547246662,10533403.21,360268093.11748284,998156910.67,669127203.76,Osmosis,367350835.0
2024-07-04,0.5489999999999999,13.61%,0.363081676408,-6.620493091423,-5.437914183625,-38.773058539524,0.5027692298439294,12840645.35,336508398.8974374,998156910.67,669309852.16,Osmosis,367451109.0
2024-07-05,0.5489999999999999,13.60%,-2.482853531016,-8.652733612011,-15.720864507926,-44.922949410672,0.45926594770237295,17323407.92,307475107.74931985,998156910.67,669492500.56,Osmosis,367551383.0
2024-07-06,0.5489999999999999,13.59%,0.0407924155,-4.435559818196,-16.414444443374,-48.555277168926,0.43889493186742823,25305702.78,293917028.880498,998156910.67,669675148.97,Osmosis,367651657.0
2024-07-07,0.5479999999999999,13.61%,-0.394947828359,10.298391984885,-7.173583106785,-41.748281397723,0.48409405235293196,11782442.38,324274175.62905246,998156910.67,669857797.37,Osmosis,367082073.0
2024-07-08,0.5479999999999999,13.61%,-0.634387450951,-4.867695491953,-14.619743156052,-38.847425929024,0.46052982798973774,10346879.93,308573611.2366253,998156910.67,670040445.77,Osmosis,367182164.0
2024-07-09,0.5479999999999999,13.61%,-0.041973857155,3.367052434031,-12.897238248586,-34.350114965465,0.4760361087725066,15323572.39,319050393.75815606,998156910.67,670223094.17,Osmosis,367282256.0
2024-07-10,0.547,13.64%,0.315901709699,6.268914670536,-6.043024660953,-30.503339257891,0.5058784062323937,22473025.41,339143788.580356,998156910.67,670405742.57,Osmosis,366711941.0
2024-07-11,0.547,13.63%,0.330344063227,-2.490118335735,-1.887107244928,-25.424130851056,0.49328143528227797,10721190.15,330788803.98131496,998156910.67,670588390.97,Osmosis,366811850.0
2024-07-12,0.547,13.62%,-0.161723715987,-3.672132770298,3.462381311887,-24.160812319612,0.47516748604748266,10454554.99,318728588.4956516,998156910.67,670771039.38,Osmosis,366911759.0
2024-07-13,0.545,13.67%,0.185743665236,0.441725455335,8.742750744042,-26.1700459674,0.47726642178882955,8856706.13,320223665.75278014,998156910.67,670953687.78,Osmosis,365669760.0
2024-07-14,0.531,14.02%,-0.190158610755,1.285725405996,-0.142801780256,-19.530257704108,0.48340275742805777,8293966.62,324429155.51957595,998156910.67,671136336.18,Osmosis,356373395.0
2024-07-15,0.531,14.03%,0.089696916789,1.252260638727,6.281111480309,-17.664848558216,0.48945621988585025,8064455.1,328581252.5301342,998156910.67,671318984.58,Osmosis,356470381.0
2024-07-16,0.531,14.03%,1.060476695814,7.059323791432,10.077473033735,-12.735752361996,0.5240085192648967,13118939.31,351872576.3818099,998156910.67,671501632.98,Osmosis,356567367.0
2024-07-17,0.53,14.03%,0.165290503283,3.180623113677,6.878500581402,-11.261587856976,0.5406752553462745,16581627.91,363163070.35261714,998156910.67,671684281.39,Osmosis,355992669.0
2024-07-18,0.528,14.08%,-0.319196453038,-0.647398639846,8.898266319263,-6.060175033438,0.5371749310971798,12610145.52,360910071.716417,998156910.67,671866929.79,Osmosis,354745739.0
2024-07-19,0.528,14.09%,0.094218967599,-0.923853339502,12.005185157827,2.426246344092,0.5322122225572736,9389512.55,357672999.6771782,998156910.67,672049578.19,Osmosis,354842177.0
2024-07-20,0.528,14.09%,0.345982177197,2.58426934576,14.394391676013,-3.606873684005,0.5459660198792068,9562585.29,366916233.3658941,998156910.67,672049578.19,Osmosis,354842177.0
2024-07-21,0.527,14.10%,0.676429639257,2.786179983509,16.089039050498,0.05721288912,0.5611776158418416,10023168.05,377139180.0161795,998156910.67,672049578.19,Osmosis,354170128.0
2024-07-22,0.527,14.11%,0.899036312528,-3.097470580297,11.101929487126,-1.541574575135,0.543795304287928,11361693.15,365457404.86840475,998156910.67,672049578.19,Osmosis,354170128.0
2024-07-23,0.527,14.11%,-0.730260682693,-4.879435738392,-1.287642690916,-5.691136758827,0.5172611618668064,12909694.16,348097530.2698147,998044240.51,672962820.2,Osmosis,354651406.0
2024-07-24,0.526,14.11%,0.020148772141,-2.890616977558,-7.095966028283,-5.673667854857,0.5023091229035719,10752535.83,338035363.9613762,998044240.51,672962820.2,Osmosis,353978443.0
2024-07-25,0.526,14.12%,-0.287686332888,-4.058366560159,-10.285542095813,-11.025818301107,0.481923577431025,9473559.71,324404672.3591957,998042963.35,673145468.6,Osmosis,354074516.0
2024-07-26,0.526,14.12%,0.035616545616,-2.051009568363,-11.306193518522,-13.821269163001,0.4720392787457191,11075487.79,317837318.7078932,998040690.4,673328117.0,Osmosis,354170590.0
2024-07-27,0.526,14.11%,-0.014956759428,3.210455394331,-10.764796435251,-8.367362940609,0.48719388923357027,7104962.84,328130329.2359047,998039081.73,673510765.4,Osmosis,354266663.0
2024-07-28,0.526,14.11%,-0.69141847699,-0.014898593493,-13.196590447439,-10.609174046457,0.4871213041964917,7040033.54,328170414.3637139,998035825.13,673693413.81,Osmosis,354362736.0
2024-07-29,0.526,14.11%,0.588439887904,-1.518638178201,-11.782302952214,-8.63879126116,0.47972369409681254,5276058.91,323274313.92679465,998033867.98,673876062.21,Osmosis,354458809.0
2024-07-30,0.526,14.10%,-0.654443944419,-0.737395822925,-7.940849474104,-8.689930314464,0.47618623161496304,9277011.73,320977477.2926168,998032198.08,674058710.61,Osmosis,354554882.0
2024-07-31,0.525,14.11%,0.12395347235,-3.098544661484,-8.137963752429,-14.452597689948,0.4614313885565374,11096930.03,311116126.51023114,998031100.24,674241359.01,Osmosis,353976713.0
2024-08-01,0.523,14.16%,-0.493191525571,-2.546222737234,-6.690118789895,-17.719326214856,0.449682317624378,15429139.72,303276550.71364945,998029751.68,674424007.41,Osmosis,352723756.0
2024-08-02,0.526,14.09%,0.021540516512,-1.906317110765,-6.55227932906,-18.072493568646,0.44110994665942105,19377446.86,297575705.9604395,998028181.65,674606655.81,Osmosis,354843101.0
2024-08-03,0.526,14.09%,0.417344397646,-8.131334497983,-16.821242969575,-19.398046392286,0.40524182139266696,18993171.84,273452846.69840324,998025127.4,674789304.22,Osmosis,354939174.0
2024-08-04,0.526,14.08%,0.107211731373,-4.837045256228,-20.832842297699,-16.031203048249,0.3856400910947418,13770293.71,260296245.29477254,998021535.0,674971952.62,Osmosis,355035247.0
2024-08-05,0.526,14.08%,-1.599579099716,-4.362731708303,-23.119151065698,-15.96721178999,0.3688156485606224,12797800.06,249007582.05387953,998017240.59,675154601.02,Osmosis,355131320.0
2024-08-06,0.528,14.02%,-1.142465249338,-9.71901984846,-30.075596401951,-31.217832391373,0.332970382472789,35731682.22,224867302.23749867,998013618.49,675337249.42,Osmosis,356578068.0
2024-08-07,0.528,14.02%,-0.317901577296,8.409780385493,-21.771151824611,-21.618006381222,0.3609724603874852,15157576.52,243844079.55678803,998007070.52,675519897.82,Osmosis,356674506.0
2024-08-08,0.528,14.00%,-0.164377400484,-2.287956149941,-21.563834076509,-25.906131429829,0.35271356878045707,10005702.82,238329456.51482508,997984580.47,675702546.23,Osmosis,356770944.0
2024-08-09,0.528,14.00%,0.168885677966,11.194017383305,-11.088745571673,-22.472202380813,0.39219638698301673,12235879.8,265079731.34919906,997979051.6,675885194.63,Osmosis,356867383.0
2024-08-10,0.528,13.99%,0.237868171241,-0.672110700946,-3.869647076749,-21.026747565625,0.38956039309737966,8798469.35,263369254.69126436,997976061.55,676067843.03,Osmosis,356963821.0
2024-08-11,0.529,13.97%,-0.525852507564,3.617451271311,4.670795337728,-15.050469078251,0.4036525504900058,8040542.38,272970235.6358393,997973959.45,676250491.43,Osmosis,357736510.0
2024-08-12,0.529,13.98%,-0.48545490694,-6.341744565536,2.504852568239,-20.787652441862,0.3780539368056588,8301614.85,255728211.4985442,997972225.4,676433139.83,Osmosis,357833131.0
2024-08-13,0.529,13.96%,0.708761921892,3.74101941891,17.787355464735,-18.867445009583,0.3921970079955123,9527098.21,265366687.7063312,997969026.11,676615788.23,Osmosis,357929752.0
2024-08-14,0.529,13.95%,-0.253455154435,0.828990451206,9.55081817522,-19.206607726032,0.3954482837417106,7943792.47,267638780.20836085,997967963.79,676798436.64,Osmosis,358026373.0
2024-08-15,0.529,13.96%,-0.158023879262,-2.355386230645,9.475218277605,-26.311513053486,0.38613394931713724,8223129.55,261405379.9794959,997966259.02,676981085.04,Osmosis,358122994.0
2024-08-16,0.529,13.96%,0.102020574265,-6.103913631756,-7.555327233642,-32.942248981651,0.3625646665479299,8733620.45,245515643.2130249,997964793.13,677163733.44,Osmosis,358219615.0
2024-08-17,,,0.084321763045,-1.321363711106,-8.159588357988,-33.397139757784,0.35777386861487454,7471537.28,242336835.4231848,997963474.06,677346381.84,Osmosis,
2024-08-18,,,-0.227445889671,2.261516224675,-9.361409395998,-31.255809770157,0.3658649827012473,4553983.67,247884146.92835045,997962122.25,677529030.24,Osmosis,
2024-08-19,,,-1.259629942038,0.739611899642,-2.508365138545,-32.491959164149,0.3685709636499272,5543605.88,249852165.37363738,997951382.47,677894327.05,Osmosis,
2024-08-20,,,0.757420008697,4.438807101568,-1.85261235773,-31.406544578352,0.3849311177587394,14239272.4,260942621.03366494,997951382.47,677894327.05,Osmosis,
2024-08-21,,,0.347238550455,2.972694960185,0.234079143312,-27.10971526031,0.3963739456965365,10303257.39,268772046.24509,997950803.84,678076975.45,Osmosis,
2024-08-22,,,-0.440914101569,2.643207448075,5.365231954071,-21.345161526706,0.4068509313514179,9959614.76,275950559.6614349,997949433.33,678259623.85,Osmosis,
2024-08-23,,,0.054314940127,0.457968317909,12.728629518589,-18.632937153207,0.40871417971812307,8593456.38,277288976.7887583,997947685.81,678442272.25,Osmosis,
2024-08-24,,,-0.134504539884,9.276540600607,24.835477300017,-7.323746449397,0.4466287165401142,9789674.17,303093377.32204634,997945540.77,678624920.65,Osmosis,
2024-08-25,,,0.885997800912,3.954369059131,26.902022950716,-1.641646104142,0.46429006431616976,10434602.47,315163608.97787595,997942689.75,678807567.08,Osmosis,
2024-08-26,,,-0.466295586967,-3.455516465723,21.617405846641,-7.994239131331,0.44824644469500907,8045983.38,304354950.0716081,997941206.47,678990215.48,Osmosis,
2024-08-27,,,0.035705487369,-2.135700185825,13.961491888959,-9.945789526431,0.43867324454270534,9938474.12,297934963.8036008,997940014.64,679172863.88,Osmosis,
2024-08-28,,,0.541511859315,-5.762227745246,4.294416326544,-13.826250772748,0.4133958931346945,11976998.71,280842778.7549685,997939101.5,679355512.28,Osmosis,
2024-08-29,,,0.969050157688,-1.722330118986,-0.141349115983,-14.681310759717,0.40627585115658305,9349571.89,276079944.6236459,997937600.99,679538160.68,Osmosis,
