index,date,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circulating_supply,token,total_tokens,percentage_bonded
4,2023-12-16,-1.267712047008,-4.214005855724,18.479835117643,18.495245028195,2.8243697062633175,1060805.63,2824369706.2633176,1000000000.0,1000000000.0,dYdX (Native),50556145.48390283,0.050556145483902824
5,2023-12-17,-0.898691357693,11.051238520188,31.586426433148,31.577601797168,3.1364975391944157,1238669.54,3136497539.1944156,1000000000.0,1000000000.0,dYdX (Native),50603630.56990884,0.05060363056990884
6,2023-12-18,-2.987889879934,-0.631219107119,30.75188434771,30.762946871381,3.1166993674326995,1342138.84,3116699367.4326997,1000000000.0,1000000000.0,dYdX (Native),50664966.538815334,0.05066496653881533
7,2023-12-19,-0.001398049714,-7.53572163176,20.906444151861,20.888783624118,2.8818335790041556,762938.4,2881833579.0041556,1000000000.0,1000000000.0,dYdX (Native),50799891.06838719,0.050799891068387185
8,2023-12-20,0.757381285017,-0.633372274387,-4.044984218066,20.126880367009,2.8635808441207824,594266.88,2863580844.1207824,1000000000.0,1000000000.0,dYdX (Native),51926165.26104838,0.051926165261048374
9,2023-12-21,-0.012023317022,0.645642437148,0.303856854873,20.901254360851,2.8820693372724793,807031.51,2882069337.272479,1000000000.0,1000000000.0,dYdX (Native),52821726.58297085,0.05282172658297085
10,2023-12-22,-0.604914461519,5.427894575384,3.0482035146,27.459909257774,3.0385050224890935,1384935.56,3038505022.4890933,1000000000.0,1000000000.0,dYdX (Native),56417404.97519193,0.05641740497519193
11,2023-12-23,0.005390675439,5.187695961419,13.162714418743,34.095083979647,3.1961334248282616,1531351.5,3196133424.8282614,1000000000.0,1000000000.0,dYdX (Native),60307682.82662789,0.060307682826627886
12,2023-12-24,-0.016425266136,-1.316590545582,0.559729281435,32.316322039941,3.1540534343327766,1244744.43,3154053434.3327765,1000000000.0,1000000000.0,dYdX (Native),60417338.557788536,0.06041733855778854
13,2023-12-25,1.828995043764,-3.634856960338,-2.479907581019,27.505807435321,3.0394081035421565,1213289.87,3039408103.5421567,1000000000.0,1000000000.0,dYdX (Native),60452912.245915085,0.060452912245915084
14,2023-12-26,0.092129275549,-0.955015736261,4.460621869234,26.291913104436,3.010381277864139,1021896.41,3010381277.864139,1000000000.0,1000000000.0,dYdX (Native),60410654.428359725,0.060410654428359724
15,2023-12-27,5.946495178975,9.917170511514,15.55203440581,38.803791633853,3.3089259222366207,1582134.03,3308925922.236621,1000000000.0,1000000000.0,dYdX (Native),61538190.23648748,0.061538190236487475
16,2023-12-28,-0.011104803395,2.37426816617,17.536682870242,42.11356352015,3.3874886970504354,1622034.06,3387488697.0504355,1000000000.0,1000000000.0,dYdX (Native),61671361.81853173,0.06167136181853173
17,2023-12-29,0.02818479107,-6.552626422274,4.180154194473,32.796253347995,3.165519217635956,1494343.72,3165519217.6359563,1000000000.0,1000000000.0,dYdX (Native),63114672.21560846,0.06311467221560846
18,2023-12-30,-0.023370075369,-3.421244298086,-4.346325214441,28.260105383599,3.057219071897762,1714080.97,3057219071.897762,1000000000.0,1000000000.0,dYdX (Native),63473030.95307983,0.06347303095307982
19,2023-12-31,0.299015740348,-0.583917786919,-3.636146652828,27.498614831728,3.0393674259518764,1106429.9,3039367425.951876,1000000000.0,1000000000.0,dYdX (Native),63907161.33083726,0.06390716133083725
20,2024-01-01,-0.079570716182,-3.309487402449,-3.310781449488,23.275994998823,2.938779943875858,319207.37,2938779943.8758583,1000000000.0,1000000000.0,dYdX (Native),64375271.65911892,0.06437527165911892
21,2024-01-02,0.750985256955,4.223021036063,1.744096723935,28.495829815463,3.062885239109331,250911.84,3062885239.109331,1000000000.0,1000000000.0,dYdX (Native),64619858.97340393,0.06461985897340393
22,2024-01-03,0.451326459391,-1.543519043929,-8.864414223222,26.507769169678,3.015609022149982,391238.03,3015609022.149982,1000000000.0,1000000000.0,dYdX (Native),65056356.75447851,0.0650563567544785
23,2024-01-04,-0.552332379965,-9.836701176594,-19.734859149371,14.056682947036,2.7189725739866653,881850.66,2718972573.9866652,1000000000.0,1000000000.0,dYdX (Native),70910305.67300595,0.07091030567300595
24,2024-01-05,0.30562682576,1.633042447521,-12.703908576488,15.932172274309,2.763374550256323,326835.99,2763374550.256323,1000000000.0,1000000000.0,dYdX (Native),71073225.67563012,0.07107322567563013
25,2024-01-06,0.917477381942,-4.173932707337,-13.384252361307,11.084177149004,2.64803315607695,425337.87,2648033156.07695,1000000000.0,1000000000.0,dYdX (Native),72388518.22516161,0.07238851822516161
26,2024-01-07,0.63275614608,-1.309036577318,-14.016008358518,9.626064605533,2.613369433484391,226793.4,2613369433.484391,1000000000.0,1000000000.0,dYdX (Native),,
27,2024-01-08,0.74760167658,-2.493634796938,-13.290494947446,6.894822622007,2.5482015439184855,301134.63,2548201543.9184856,1000000000.0,1000000000.0,dYdX (Native),72821956.5019337,0.0728219565019337
28,2024-01-09,0.219456572605,2.94405035206,-14.354548876071,10.052818047945,2.6232218804434093,545686.58,2623221880.4434094,1000000000.0,1000000000.0,dYdX (Native),73321575.94755295,0.07332157594755295
29,2024-01-10,1.611819572848,-5.528801968469,-17.821271946145,3.96508013619,2.478189137480139,561714.12,2478189137.480139,1000000000.0,1000000000.0,dYdX (Native),73173229.35017093,0.07317322935017093
30,2024-01-11,-0.859107337592,5.617706007886,-3.735457187588,9.812487869408,2.617406517543138,403251.58,2617406517.543138,1000000000.0,1000000000.0,dYdX (Native),73483211.15530919,0.07348321115530919
31,2024-01-12,2.15931141185,7.226478392132,1.562520133484,-5.955921576615,2.8065528339676575,607644.79,2806552833.9676576,1000000000.0,1000000000.0,dYdX (Native),73918811.82645072,0.07391881182645071
32,2024-01-13,2.021224014757,-2.114247388578,3.745504759329,-4.389428438396,2.747215363966424,640500.09,2747215363.966424,1000000000.0,1000000000.0,dYdX (Native),74064635.00903262,0.07406463500903263
33,2024-01-14,1.563186850151,2.838501033388,8.105462023989,-4.186013343375,2.8251951004619937,659857.82,2825195100.4619937,1000000000.0,1000000000.0,dYdX (Native),74200363.12077953,0.07420036312077953
34,2024-01-15,-2.24243768243,2.488270148978,13.628907953044,2.518221335406,2.8954935867971723,366808.38,2895493586.797172,1000000000.0,1000000000.0,dYdX (Native),74528034.83948697,0.07452803483948697
35,2024-01-16,0.253353977327,-1.348631784165,8.890676052699,-8.928860798315,2.856444039977161,313466.55,1975254582.173764,691508237.0,691508237.0,dYdX (Native),75817760.8180415,0.10964115358475694
36,2024-01-17,0.82169120603,3.774112542791,19.613527794809,-4.891389790685,2.9642494527677465,329240.86,2049802913.1116393,691508237.0,691508237.0,dYdX (Native),76665146.16984105,0.11086656972076105
37,2024-01-18,0.570858411605,5.808979307789,19.83014747951,8.834948449525,3.136442090110261,459674.9,2168875540.184742,691508237.0,691508237.0,dYdX (Native),80030286.04346475,0.11573294685637237
38,2024-01-19,-0.302974906297,-5.650636944537,5.439423723195,3.33960505072,2.9592131346224964,623807.29,2046320257.6300461,691508237.0,691508237.0,dYdX (Native),80246220.44346778,0.11604521269566277
39,2024-01-20,-0.609232045509,-1.220582582309,6.402051068451,1.423427143992,2.923093494527888,18503502.5,2021343228.987149,691508237.0,691508237.0,dYdX (Native),80427809.59091194,0.11630781137161196
40,2024-01-21,-0.835187001354,-4.353145024233,-1.038799229831,-7.986099255256,2.795846995517174,7092988.33,1933351226.791828,691508237.0,691508237.0,dYdX (Native),80822005.48251776,0.11687786371591372
